word,activation,imagery,pleasantness
bold,2.25,1.8,1.9091
bolt,2.5833,2.2,1.6364
bomb,2.7143,2.8,1.0
bombers,2.6667,2.4,1.0
bombs,2.7143,2.4,1.0
bond,1.7692,1.6,1.9167
bonding,1.625,1.8,2.1429
bone,1.75,3.0,1.2857
boned,2.0,2.2,1.1429
bones,1.625,2.8,1.1429
bonuses,1.6364,1.6,2.7
book,1.5556,3.0,2.0
books,1.6364,3.0,2.2
boost,2.4444,1.6,2.125
boot,2.0,3.0,1.6
boots,1.75,3.0,1.7143
border,1.5,2.4,1.4286
borders,1.7273,2.0,1.6
bore,1.25,1.8,1.0
bored,1.5556,2.0,1.25
boredom,1.3636,1.6,1.0
born,2.2727,3.0,2.4
borrowed,2.0,2.2,1.5556
borrows,2.0,1.6,1.5
boss,1.7,3.0,1.4444
boston,1.5,1.8,1.5714
both,1.4444,1.0,1.625
bother,2.375,2.2,1.0
bothered,1.8571,1.8,1.0
bothersome,1.5455,1.4,1.0
bottle,1.8889,3.0,1.75
bottles,1.4286,3.0,1.3333
bottom,1.7,2.6,1.4444
bought,2.0,2.6,2.1429
boulder,1.5455,2.8,1.3
boulevard,1.5556,2.8,1.5
bounced,2.0,2.4,1.5714
bound,2.0,1.2,1.5
boundaries,1.625,2.2,1.0
boundary,1.6667,2.2,1.375
bounds,2.2857,1.2,1.1667
bow,1.9231,2.4,1.6667
bowl,1.8889,3.0,1.5
bowled,1.875,2.4,1.4286
bowling,2.1818,3.0,1.8
box,1.5,3.0,1.2857
boxer,2.7778,3.0,1.5
boxes,1.75,3.0,1.2857
boy,2.25,3.0,2.1818
boy*s,2.0,2.6,1.875
boyfriend,1.8,3.0,2.3333
boyfriends,1.875,2.6,2.1429
boys,1.75,3.0,2.0909
bra,1.625,3.0,2.1429
brace,2.0833,2.2,1.3636
bracelet,1.6667,3.0,2.375
bragging,2.375,1.8,1.1429
brags,2.3571,1.6,1.0
brain,1.6667,2.6,2.375
brains,1.625,2.6,2.0
branch,1.7778,3.0,1.75
branches,1.6667,2.6,1.75
brand,2.2308,2.0,1.5833
brass,1.4444,3.0,1.625
brave,2.2727,1.4,2.7
bravest,2.3333,1.2,2.5
bread,1.3333,3.0,2.0
break,2.1667,2.4,1.0
breakdance,2.7273,3.0,2.1
breakdown,2.625,2.0,1.0
breakfast,1.5556,3.0,2.5
breaking,2.375,2.2,1.1429
breaks,2.2727,2.4,1.4
breast,1.75,3.0,2.4545
breath,2.0,2.2,2.2222
breather,1.5556,1.6,1.875
breathing,2.125,2.4,2.4286
breaths,1.8,2.2,2.2222
breeches,1.8,1.6,1.3333
breed,2.1111,2.4,1.25
breeze,1.4,2.2,2.3333
brick,1.4,3.0,1.5556
bride,1.5556,3.0,2.375
bridge,1.625,3.0,1.8571
bridges,1.75,3.0,1.8571
brief,1.5,1.0,1.5714
briefly,1.8333,1.4,1.6364
bright,1.7778,3.0,2.375
brightness,1.8,2.4,2.3333
brilliant,2.0909,2.0,2.8
bring,2.1818,2.0,1.8
bringing,2.0,1.6,1.7778
brings,2.0,1.6,1.8
british,1.5455,2.2,2.1
broad,1.3333,1.8,1.2
broadcast,2.2,2.0,1.6667
broader,1.6667,1.4,1.5
broadway,1.8889,3.0,2.0
broke,1.8889,2.6,1.125
bronze,1.6364,2.8,2.0
brooding,1.9167,1.2,1.2727
brother,1.8333,3.0,1.9091
brother*s,1.5714,2.2,1.6667
brothers,1.6667,2.6,1.6
brought,1.7143,1.8,1.3333
brown,1.6154,3.0,1.6667
browsed,1.875,2.2,1.8571
bruises,2.0,3.0,1.0
brush,1.625,3.0,1.7143
brushed,2.0,2.4,1.5714
brutality,2.8182,2.0,1.0
brutes,2.1111,1.8,1.0
bubble,1.8182,2.8,2.3
bubbles,1.4444,2.6,2.125
bubbly,1.9167,2.6,2.1818
buck,1.875,2.2,1.4286
buddy,1.625,2.4,2.4286
budged,2.2727,1.6,1.5
budget,1.5385,1.2,1.6667
buffalo,1.5,3.0,1.4286
buffer,1.4545,1.6,1.6
bugged,2.3636,1.8,1.0
build,2.1,3.0,2.0
builder,2.0909,2.8,1.9
builders,1.9,2.8,2.0
building,1.875,3.0,1.8571
buildings,1.4444,3.0,1.75
built,1.5,2.0,1.5714
bulk,1.5714,2.2,1.3333
bull,1.9091,3.0,1.3
bull*s-eye,2.0,2.2,1.625
bullet,2.5714,2.8,1.3333
bulletin,1.7,2.8,1.5556
bullets,2.375,2.4,1.0
bummer,1.8182,1.2,1.0
bunch,1.5,2.0,1.7778
bunches,1.375,2.0,1.5714
bundle,1.7778,2.4,1.875
bungalow,1.25,2.8,1.8571
bunk,1.5556,2.0,1.5
bunks,1.5714,2.0,1.5
bunny,1.6154,3.0,2.5833
bunny*s,1.6667,2.6,2.625
burbled,2.0,1.2,1.4286
burden,1.7273,1.6,1.0
bureau,1.375,3.0,1.2857
burial,2.1111,2.8,1.0
buried,2.25,2.6,1.1429
burn,2.6667,2.8,1.0
burned,2.5556,2.6,1.0
burning,2.9,2.8,1.0
burns,2.625,2.6,1.0
burst,2.6667,1.8,1.3636
bursting,2.125,2.0,1.7143
bus,1.8333,3.0,1.7273
bush,1.4444,3.0,1.625
bushes,1.5,2.6,1.4286
bushy,1.8462,2.6,1.8333
busied,1.7778,1.2,1.5
business,1.875,2.8,1.4286
businesses,1.8889,2.4,1.5
businessmen,2.0,2.6,1.8889
busting,2.5385,2.0,1.3333
busy,2.3333,2.4,1.625
but,1.6364,1.0,1.6
butt,1.6667,2.8,1.5
butter,1.3333,3.0,1.625
butterflies,1.5,3.0,2.4
butterfly,1.6364,3.0,2.6
button,1.25,3.0,1.5714
buttons,1.6667,3.0,1.875
buy,2.25,1.8,1.8571
buying,2.4167,2.0,2.3636
buys,2.0,1.8,2.2
buzz,2.3,1.6,1.8889
by,1.6667,1.0,1.5
byte,1.625,2.4,1.2857
cab,1.5455,3.0,1.6
cabin,1.2,3.0,2.0
cabinet,1.4444,3.0,1.75
cafe,1.4,3.0,2.1111
cafeteria,1.8889,3.0,1.8889
cake,1.4444,3.0,2.75
calcium,1.5,2.0,2.0
calculated,2.0,2.0,1.4286
calculation,1.875,1.4,1.4286
calculations,2.0833,1.6,1.4545
calendar,1.5556,3.0,1.625
calendars,1.7,3.0,1.5556
calf,1.7273,3.0,1.8
call,2.1818,2.2,2.0
called,2.1,2.0,2.0
calling,2.2727,2.0,1.9
calls,2.0,2.2,2.1
calm,1.3333,2.0,2.0
calmly,1.4,1.4,2.7778
calms,1.4444,1.6,2.5
came,1.7778,1.8,1.5
camera,1.5556,3.0,1.75
camp,2.0909,3.0,2.3
campaign,2.0833,2.4,1.5455
campaigns,1.8333,2.4,1.7273
camps,1.5714,3.0,2.5
campus,1.5,2.8,1.6
can,1.5714,1.8,1.5
can*t,1.8462,1.2,1.1667
cancer,2.375,1.8,1.1429
candidate,1.625,2.6,1.4286
candidates,1.625,2.4,1.4286
candle,1.375,3.0,2.2857
candy,1.7273,3.0,2.5
cane,1.6667,3.0,1.625
cannot,1.4545,1.0,1.0
canvas,1.4444,2.4,1.5
canyon,1.4167,3.0,1.3636
cap,1.375,2.6,1.5714
capabilities,1.75,1.2,1.5714
capability,2.0,1.2,2.0
capable,1.9167,1.2,2.1818
capacity,1.75,1.4,1.5714
cape,1.4545,3.0,1.7
capita,1.6364,1.0,1.5
capital,1.8,1.8,1.7778
capitalism,2.1818,1.0,1.4
capitol,1.9,1.0,1.6667
captain,2.0,3.0,1.8571
capture,2.3333,2.2,1.0
captured,2.375,2.6,1.0
car,1.7143,3.0,2.3333
carbon,1.6364,2.2,1.6
card,1.25,2.6,2.2857
cardinal,1.5714,3.0,1.3333
cards,1.6,3.0,2.0
care,1.5,1.4,2.4286
cared,1.6364,1.4,2.6
career,2.2,2.0,2.6667
careers,2.375,1.6,2.7143
careful,1.6667,1.2,2.125
carefully,1.875,1.2,2.0
caretaker,1.8889,3.0,2.125
caring,2.0,1.6,2.3333
caroused,1.9231,1.4,1.8333
carouses,1.6667,1.2,1.75
carpet,1.125,3.0,1.5714
carriage,1.9091,3.0,1.8
carried,2.0,2.2,1.7143
carriers,1.875,2.2,1.4286
carries,2.125,2.2,1.4286
carrot,1.5455,3.0,1.9
carry,1.8889,2.4,1.375
carrying,2.2,2.2,1.5556
carryover,1.75,2.0,1.4286
cars,2.4167,3.0,2.2727
carting,1.875,1.8,1.4286
cartons,1.6667,3.0,1.9091
carved,2.0,2.4,1.75
case,1.625,3.0,1.4286
cases,1.7692,2.8,1.5833
cash,2.0,3.0,2.5
cashier,1.625,3.0,1.2857
cast,1.5556,2.4,1.5
castle*s,1.6,3.0,2.1111
casual,1.6667,2.4,2.4167
casually,1.5,1.4,2.25
cat,2.0,3.0,1.9
catastrophe,2.5,2.6,1.25
catch,2.25,2.8,1.875
catcher,2.2,2.6,1.6
categories,1.7,1.6,1.8
category,1.7143,1.2,1.8571
catered,2.125,1.8,2.0
catholic,1.75,1.4,1.75
catholics,1.8182,1.4,1.9091
cats,2.1,3.0,1.5
cattle,1.8889,3.0,1.8889
catty,1.75,1.4,1.375
caught,1.7143,1.6,1.4286
cause,2.0,1.0,1.9091
caused,1.8889,1.0,1.7778
causes,1.875,1.0,1.75
causing,1.7778,1.0,1.8889
caution,1.5556,2.4,1.2222
cautious,2.0,1.6,1.25
cavalry,1.5714,2.0,1.7143
cavity,1.2857,2.6,1.4286
cease,1.7143,1.6,1.5714
ceased,1.6364,1.4,1.6364
ceiling,1.5,2.8,1.75
ceilings,1.5556,2.4,1.6667
celebrated,2.5,1.6,2.7
celebration,2.7,2.4,2.7
cell,1.8889,2.6,1.5556
cellar,1.7,2.8,1.7
cells,1.6,2.6,1.5
cellulose,1.6,1.6,1.4
cement,1.5556,3.0,1.6667
cemetery,1.5,3.0,1.375
census,1.75,1.6,1.5
cent,1.625,3.0,2.0
centaurs,1.6,2.0,1.8
center,1.9091,2.6,2.0909
centered,2.0,1.8,1.9091
centers,1.6667,1.8,1.6667
centimeter,1.8,2.8,1.6
central,1.6667,1.4,1.6667
cents,1.5833,2.4,1.8333
centuries,1.7143,1.0,1.5714
centurion,1.7143,1.6,1.7143
century,1.7143,1.2,1.7143
cereal,1.5714,3.0,2.1429
ceremonies,2.4,2.4,2.3
ceremony,2.25,2.4,2.125
certain,1.7,1.0,2.1
certainly,1.75,1.0,1.75
certainty,1.9091,1.0,1.7273
chain,1.5714,3.0,1.7143
chained,1.2857,2.8,1.4286
chains,1.9,2.8,1.5
chair,1.4545,3.0,1.9091
chairman,1.625,2.2,2.0
chairs,1.3,3.0,1.8
challenge,2.7778,1.2,1.6667
challenging,2.7778,1.2,2.0
chamber,1.7,2.4,1.7
chambers,1.5556,2.2,1.6667
champagne,2.0,3.0,2.25
champion,2.2857,2.0,2.0
champions,2.1429,2.0,1.8571
chance,1.6667,1.0,2.0
chances,1.7,1.0,2.0
change,2.0,1.6,2.1429
changed,1.8333,1.6,2.0
changes,2.0,1.2,2.2222
changing,2.2857,1.2,2.2857
channel,1.6,2.0,1.8
channels,1.8889,1.6,1.6667
chaos,2.1429,2.2,1.2857
chapel,1.375,3.0,1.875
chapter,1.7143,2.4,1.8571
chapters,1.5,2.2,1.875
character,1.6667,1.8,1.8333
characteristic,1.6667,1.2,2.0833
characteristics,1.5,1.2,2.25
characterized,1.7143,1.2,1.8571
characters,1.9,1.8,2.0
charade,1.7143,1.4,1.7143
charcoal,1.5714,3.0,1.7143
charge,1.7143,1.4,1.7143
charged,1.8,1.6,1.7
charges,1.75,1.6,1.5
charm,2.2222,2.0,2.5556
charming,2.1429,1.6,2.5714
chars,1.4545,1.4,1.8182
chart,1.2857,2.8,1.5714
charter,1.7273,2.0,1.8182
chase,2.375,2.2,1.375
chased,2.1429,1.6,1.2857
cheap,1.6364,1.4,1.1818
cheaper,1.75,1.4,2.0
cheating,2.0,1.4,1.2857
check,1.625,1.8,1.75
checked,1.7778,1.4,1.8889
checks,1.6667,2.0,2.0
cheek,1.875,3.0,2.125
cheeks,1.4,3.0,2.1
cheerful,2.625,2.6,2.5
cheering,2.625,2.2,2.625
cheerleader,2.0,3.0,1.2
cheesecake,1.7,2.8,2.6
chemical,2.0,2.0,1.25
chemistry,1.8571,1.2,1.7143
cherished,2.1429,1.4,2.2857
chest,1.7273,3.0,2.0909
chewing,2.5,3.0,1.6
chicken,1.8889,3.0,1.8889
chickens,1.625,3.0,1.625
chief,2.2857,2.6,1.8571
chiefly,1.9091,1.2,1.7273
child,2.0,3.0,2.375
child*s,1.875,1.8,2.125
childish,2.2222,1.6,1.5556
children,2.4444,3.0,2.5556
children*s,1.75,1.4,2.375
chill,1.5714,1.4,1.2857
chin,1.5714,3.0,1.5714
chinese,1.8571,2.8,1.8571
chip,1.7273,2.6,1.7273
chlorine,1.625,2.2,1.375
choice,1.7778,1.0,2.1111
choices,1.9,1.0,2.2
cholesterol,1.8,1.8,1.4
choose,1.7778,1.0,2.2222
choosing,1.9,1.2,2.0
chores,2.1,2.4,1.4
chorus,1.6,2.2,1.4
chose,1.8,1.0,1.7
chosen,1.75,1.0,1.75
christ,1.5,2.4,2.0
christ*s,1.625,1.8,1.875
christian,1.7,1.4,2.1
christianity,1.75,1.6,1.6667
christians,1.7273,1.6,2.0
christmas,2.3333,3.0,2.6667
chronic,1.2,1.2,1.4
chrysalis,1.1667,1.8,1.8333
chuck,1.8333,1.8,1.4167
church,1.5,3.0,1.8333
churches,1.4286,3.0,2.0
cigar,1.5714,3.0,1.2857
cigarette,1.7143,3.0,1.8571
cigarettes,1.9,3.0,1.8
circle,1.5,2.8,1.75
circles,1.8,2.8,1.8
circuit,1.875,2.0,1.625
circular,1.8182,1.8,1.7273
circulation,2.1429,1.4,1.4286
circumstance,1.8571,1.0,1.7143
circumstances,1.9,1.0,1.8
cited,1.6,1.0,1.8
cites,1.625,1.0,2.0
cities,1.75,2.0,1.875
citizen,1.8889,2.2,2.1111
citizens,2.2222,2.2,2.0
city,2.3,2.6,2.1
city*s,1.7778,1.8,2.1111
civic,1.75,1.2,1.875
civil,1.4286,1.0,1.8571
civilian,1.5714,1.8,1.8571
civilization,1.5,1.4,2.0
civilized,1.3,1.4,2.3
claim,1.7143,1.0,1.7143
claimed,1.6667,1.0,1.8333
claiming,2.1111,1.0,1.8889
claims,1.5714,1.2,1.5714
clanging,2.4,1.0,1.4
clank,1.8889,2.0,1.6667
clanks,1.5714,2.0,1.5714
clap,2.0,2.6,1.625
clarify,1.8571,1.0,2.0
clarity,1.7143,1.2,2.2857
clark,1.3333,1.2,1.5
class,1.6667,2.4,2.1667
classes,1.5,2.0,2.0
classic,2.0,2.0,1.8571
classical,1.8889,2.0,2.1111
classification,1.7143,1.0,1.7143
classified,1.6667,1.6,1.5
classroom,1.5714,2.6,1.5714
clattering,2.0,1.2,1.3
clay,1.625,2.6,1.75
clean,1.875,2.4,2.25
cleaned,1.7143,1.6,2.2857
cleaning,2.0909,2.4,2.0
cleans,1.7143,1.4,2.1429
clear,1.6364,2.0,2.4545
cleared,1.625,1.6,2.125
clearer,1.5714,1.2,2.5714
clearing,1.8182,2.2,2.1818
clearly,1.7143,1.0,2.5714
cleaver,2.0,2.2,2.0
clergy,1.6667,2.0,1.5556
clergyman,1.8889,2.6,1.8889
clerk,1.8333,2.6,1.6667
clever,1.875,1.2,2.25
client,1.5,2.2,1.7
clients,1.625,2.0,1.625
cliff,1.75,2.8,1.625
climate,1.6,1.2,2.0
climax,2.7,1.6,2.3
climb,2.2857,2.6,1.8571
climbed,2.1429,1.6,1.7143
climber,2.0,2.2,1.8571
climbing,2.5455,2.4,1.9091
clincher,2.3,1.0,1.6
clinical,1.5556,1.4,1.4444
cloakroom,1.25,2.4,1.625
clock,1.5714,3.0,1.5
clone,1.7273,2.4,1.5455
cloned,1.875,1.4,1.375
clones,1.75,1.8,1.25
close,1.4444,1.6,1.7778
closed,1.2222,2.4,1.5556
closely,1.875,1.6,1.875
closeness,1.7143,1.4,2.0
closer,2.0,1.4,2.0
closet,1.7143,3.0,1.8571
closeted,1.7,1.2,1.5
closing,1.875,2.2,1.75
cloth,1.4444,3.0,1.7778
clothes,1.7,3.0,2.0
clothing,1.9,3.0,2.1
cloud,1.4444,3.0,2.2222
clouds,1.3333,3.0,2.3333
club,2.1,2.6,1.7
clubs,1.4,2.6,2.0
clue,1.8182,1.6,2.0
clues,1.75,1.2,1.875
clumped,1.375,2.4,1.625
clung,1.625,1.4,1.625
cluster,2.0,2.0,1.875
cluttering,2.0,1.4,1.2727
coach,2.0,2.6,1.9091
coached,1.8333,1.2,1.5
coal,1.2,2.8,1.4
coalition,1.8333,1.2,1.6667
coarse,1.5,2.0,1.25
coast,1.1667,2.6,1.6667
coaster,1.7143,2.8,1.5714
coat,1.7143,3.0,1.8571
coating,1.7143,1.0,1.5714
coatings,1.6,1.0,2.0
coats,1.5,2.8,1.75
coattail,1.9,2.0,1.8
cockpit,1.75,2.8,1.75
cocktail,2.0,2.8,1.9091
code,1.7143,1.4,1.5714
codes,1.5714,1.4,1.5714
coexistence,2.1,1.2,2.0
coffee,2.0,2.8,2.2
coffins,1.75,2.8,1.25
cohesive,1.5,1.4,1.75
cohorts,1.5556,1.2,1.4444
coin,1.2222,2.8,2.0
coincide,2.1,1.0,2.1
coincidence,1.8889,1.0,1.8889
cold,1.75,1.6,1.5
collaboration,2.0,1.2,1.8571
collapsed,2.1429,2.0,1.5714
collar,1.6667,2.6,1.5
collars,1.5,2.6,1.7
colleagues,1.8571,2.2,2.0
collect,2.0,1.4,1.6667
collected,2.0,1.4,1.8889
collecting,2.2857,1.8,1.7143
collection,1.9,1.8,2.0
collective,1.7778,1.4,2.0
college,1.8571,2.8,2.1429
colleges,2.0,2.8,2.0
colonel,1.7143,2.2,1.5
colony,1.4286,2.4,1.5
color,2.0,2.0,2.0
colored,2.0,2.2,2.1667
colorful,2.375,2.8,2.8571
colors,2.0,2.4,2.1667
colour,2.0,2.0,2.375
coloured,1.8571,2.4,2.0
colours,2.0,2.4,2.2
colt,1.8571,2.8,1.6667
column,1.4,2.0,1.6667
columns,1.5,2.4,1.5714
combat,2.875,2.4,1.0
combination,1.2857,1.4,1.8333
combinations,1.5455,1.0,1.7
combine,1.4286,2.0,1.6667
combined,1.7273,1.8,1.8
combing,1.5,3.0,1.5714
combining,1.5714,1.6,2.0
come,2.0,1.4,1.6
comedy,2.8333,2.4,3.0
comes,1.1429,1.0,1.8333
comfort,1.3333,2.4,3.0
comfortable,1.3333,2.0,3.0
comfortably,1.4167,1.2,3.0
comforted,1.5,2.4,2.8571
coming,2.1818,1.0,1.8
command,2.125,2.2,1.2857
commanded,2.375,1.8,1.0
commander,1.6,2.4,1.5
commanding,2.4,1.6,1.4444
commands,2.0,1.6,1.0
comment,1.0,1.4,1.5
commented,1.5714,1.4,1.6667
comments,1.7273,1.4,1.9
commerce,1.4,1.0,1.5556
commercial,1.8889,2.6,1.875
commercially,1.375,1.2,1.2857
commercials,1.7143,2.6,2.0
commission,1.4545,1.6,1.6
commissioner,1.375,2.0,1.5714
commissioners,1.375,1.6,1.5714
commissions,1.6,1.0,2.1111
commit,2.1111,1.4,1.625
commitment,1.875,1.6,2.1429
commitments,1.8571,1.4,1.8333
committed,1.7143,1.6,2.1667
committee,1.2857,2.0,1.3333
committees,1.7,1.8,1.5556
commodities,1.25,1.8,2.1429
common,1.4444,1.4,1.875
commonly,1.4,1.0,1.8889
commonplace,1.4,1.6,1.6667
communicate,2.0,2.2,2.7143
communication,2.0,2.0,2.375
communications,2.2,1.4,2.6667
communion,1.0,2.6,2.0
communism,2.0909,2.0,1.2
communist,1.75,2.0,1.2857
communists,2.0,2.0,1.0
communities,1.5,2.6,2.1429
community,1.5,2.4,2.2857
commuter,1.9091,1.4,1.9
compact,1.7273,2.2,1.8
companies,1.1667,2.4,1.6
companion,1.6,2.8,3.0
company,1.5,2.6,3.0
company*s,1.75,1.6,2.1818
comparable,1.1667,1.2,2.0
comparative,1.2857,1.0,1.5
comparatively,1.4286,1.0,1.6667
compare,1.7143,1.6,1.6667
compared,1.9,1.4,2.0
comparison,1.5,1.2,1.7143
compartment,1.5,2.4,1.6667
compass,1.5,2.8,1.8571
compatible,1.5455,1.4,2.2
compelled,2.3333,1.2,1.625
compensation,1.5714,1.6,1.6667
compete,2.4,2.4,2.2222
competence,1.9,1.6,2.3333
competent,1.875,1.4,2.5714
competes,2.375,1.4,1.7143
competing,2.4444,2.0,1.625
competition,2.5556,3.0,1.875
competitive,2.6,1.6,2.0
competitors,2.4444,2.6,1.75
compilation,1.625,1.0,1.7143
compiled,1.1429,1.4,1.3333
complain,1.5714,2.2,1.0
complained,1.8333,1.6,1.0
complaint,1.7,1.6,1.0
complement,1.8571,1.4,2.6667
complete,1.8571,1.6,2.0
completed,1.7778,1.6,2.5
completely,1.4286,1.4,2.3333
completing,1.8,1.4,2.3333
completion,1.6667,1.4,2.375
complex,2.1429,1.4,1.1667
complexity,2.125,1.0,1.4286
complicated,1.8571,1.6,1.1667
component,1.1429,1.2,1.5
components,1.1667,1.2,1.4
composed,1.5385,1.2,2.1667
composer,1.375,2.0,2.0
composers,1.5714,1.6,1.8333
composite,1.3333,1.0,2.125
composition,1.2857,1.6,1.8333
compositions,1.3333,1.6,1.6
compound,1.1667,1.4,1.4
compounded,1.7,1.0,1.6667
compounds,1.5,1.0,1.4286
comprehensive,1.375,1.2,1.7143
comprise,1.125,1.2,2.0
compromise,1.7273,1.4,2.3
compulsive,2.1429,1.4,1.1667
computed,2.2727,1.0,1.7
computer,1.75,3.0,1.7143
computing,2.1429,1.2,1.8333
comrades,2.0,1.8,2.5
conceded,1.2857,1.6,1.3333
conceited,1.8571,1.8,1.0
conceivable,1.4444,1.4,2.125
conceivably,1.5556,1.0,2.25
conceive,2.0,2.6,2.0909
conceived,1.5,2.4,2.0
concentrate,2.2727,2.4,2.3
concentrated,2.0,1.2,1.7143
concentration,1.75,1.6,2.1429
concept,1.4,1.0,1.5
conception,1.4,1.2,2.4444
concepts,1.2857,1.0,1.6667
concern,1.0,2.2,1.3333
concerned,1.8571,2.2,1.3333
concerning,1.7273,1.2,1.6
concerns,1.6,1.0,1.3333
concert,2.1111,2.4,2.375
concerto,1.5,1.4,2.0
concerts,2.2857,2.0,2.3333
conclude,1.4545,1.6,1.5
concluded,1.25,1.2,1.5714
conclusion,1.5,1.6,1.8571
conclusions,1.5,1.4,2.0
conclusive,1.4444,1.0,2.0
concord,1.5556,1.8,1.875
concrete,1.5714,2.4,1.6667
condemned,2.0,1.6,1.0
condition,1.1429,1.0,1.5
conditioned,1.7,1.6,1.8889
conditioner,1.375,2.6,1.8571
conditioning,1.7778,2.2,1.75
conditions,1.9,1.4,1.6667
conduct,1.7,1.0,1.7778
conducted,1.625,1.6,1.7143
conducting,1.8889,1.4,2.0
conductor,1.6,2.8,2.0
cone,1.0,3.0,2.0
confederate,1.5455,1.4,1.8
conference,1.75,2.8,1.7143
conferences,1.75,1.8,1.7143
confess,1.875,2.0,1.7143
confession,2.0,2.2,1.8571
confidence,2.2727,1.8,2.8
confident,1.8182,2.0,2.6
confined,1.5,1.8,1.0
confirm,1.2,1.4,1.25
confirmed,1.6667,1.4,1.6
conflict,2.4167,1.8,1.0
conform,1.5,1.4,1.4
conformity,1.8571,1.4,1.5
confront,1.8571,1.8,1.3333
confrontation,2.2857,2.0,1.6667
confronted,2.4,1.4,1.1111
confronting,2.5,1.4,1.1429
confused,2.1,2.2,1.0
confuses,1.75,1.0,1.2857
confusing,2.0909,1.4,1.1
confusion,2.2222,1.8,1.0
congratulations,2.125,2.0,2.7143
congregational,1.4,1.2,1.6667
congregations,1.7,1.6,1.8889
congress,1.375,2.2,1.5714
congressional,1.375,1.0,1.5714
congressman,1.375,2.4,1.4286
congressmen,1.5556,2.2,1.25
conjunction,1.7,1.0,1.7778
connected,1.7778,1.6,2.25
connecticut,1.1667,1.6,1.6
connection,1.4286,1.6,2.1667
connections,1.4286,1.4,1.6667
conscience,1.3333,1.6,2.2
conscientious,1.5,1.0,2.4444
conscious,1.8571,1.2,2.0
consciously,1.7143,1.0,1.5
consciousness,2.0,1.4,2.25
consecutive,1.8571,1.4,1.5
consent,1.5,1.4,2.2222
consequence,1.7778,1.4,1.25
consequences,2.125,1.2,1.0
consequently,1.75,1.0,1.4286
conservation,1.1429,1.2,2.3333
conservatism,1.1429,1.0,1.3333
conservative,1.0,1.8,1.4
consider,2.0,1.6,1.9167
considerable,1.375,1.0,1.8571
considerably,1.375,1.2,1.8571
consideration,1.5556,1.4,2.25
considerations,1.2857,1.0,1.8333
considered,1.1667,1.4,1.8
considering,1.3333,1.6,1.6
considers,1.7,1.0,2.0
consist,1.375,1.4,1.5714
consisted,1.5,1.0,1.5714
consistency,1.4286,1.8,2.0
consistent,1.5455,1.8,1.9
consistently,1.2857,1.4,1.8571
consisting,1.7273,1.2,1.7
consists,1.25,1.0,1.5714
console,1.5714,1.4,1.6667
consorts,1.6364,1.0,1.9
conspiracy,2.1429,2.2,1.0
constant,1.5714,1.6,1.5
constantly,2.2222,1.6,1.75
constituents,1.5556,1.2,1.5
constitute,1.5833,1.2,1.7273
constituted,1.5,1.2,1.5714
constitutes,1.7273,1.2,2.0
constitution,1.75,2.2,1.5714
constitutional,1.625,1.8,2.0
construct,1.6,2.4,1.25
constructed,2.3,1.8,2.1111
construction,2.0,2.4,1.5
constructive,1.7143,1.2,1.3333
consult,1.5714,1.8,1.5
consultant,1.4545,2.2,2.1
consultation,1.8,1.4,1.7778
consulted,1.7778,1.0,1.875
consulting,1.625,1.2,1.7143
consumed,1.5714,1.8,1.5
consumer,1.7273,2.2,1.9
consumption,1.625,1.2,1.5714
contact,2.125,1.8,1.7143
contacts,1.6,2.0,1.6667
contain,1.3333,1.8,1.625
contained,1.8889,1.4,1.5
container,1.2857,3.0,1.5
containing,1.4286,1.6,1.5
contains,1.1429,1.0,1.6667
contemporary,1.5,1.4,2.0
contempt,1.75,1.0,1.5714
contended,2.0,1.0,1.625
content,1.6,1.2,1.8889
contents,1.5,1.4,1.7778
contest,2.0,2.0,2.2857
context,1.3333,1.6,1.875
continent,1.5,2.2,2.0
continental,1.0,1.4,1.5
continually,1.9091,1.2,2.0
continuation,1.625,1.6,1.8571
continue,1.875,1.4,1.8571
continued,1.625,1.0,1.8571
continues,1.5,1.2,1.8571
continuing,1.6364,1.2,2.1
continuity,1.7273,1.2,1.6
continuous,1.3333,1.4,1.6
continuously,1.0,1.2,1.5
contours,1.3333,1.8,1.8
contract,1.8333,2.4,1.6364
contraction,1.1667,1.8,1.4
contracts,1.7143,2.0,1.5
contradiction,1.5714,1.4,1.1667
contrary,1.5714,1.6,1.1667
contrast,1.8,1.2,1.6667
contrasting,2.0,1.0,1.1429
contrasts,1.25,1.6,1.1111
contributed,2.2,1.6,2.0
contributes,2.3077,1.4,2.2
contributing,2.0909,2.0,2.375
contribution,2.1,2.6,2.4286
contributions,2.1667,2.4,2.5556
contrite,1.6364,1.0,1.6667
control,2.2222,2.4,2.0
controlled,2.2,2.0,1.8571
controlling,2.7,2.4,1.5714
controls,2.4545,2.4,1.75
controversial,2.4167,1.6,1.2222
controversy,2.3636,2.2,1.25
convenience,1.625,1.6,2.0
convenient,1.5556,1.6,2.0
convention,1.7778,2.6,1.6667
conventional,1.625,1.2,1.4
conversation,2.3333,3.0,2.1111
conversations,2.4444,2.6,2.1667
conversion,1.8889,1.2,1.8333
convert,1.7,1.4,1.5714
converted,1.7778,1.4,1.6667
convey,1.9167,1.0,2.0
convicted,2.1667,2.8,1.2222
conviction,2.1,1.4,1.2857
convictions,2.1,1.2,1.4286
convinced,1.6667,1.4,1.3333
convincing,2.0,1.0,1.8333
cook,2.5,3.0,2.2
